1696237915141:g0x;g0y;g0z;a0y;a0p;a0r:g1x;g1y;g1z;a1y;a1p;a1r:g2x;g2y;g2z;a2y;a2p;a2r:g3x;g3y;g3z;a3y;a3p;a3r:g4x;g4y;g4z;a4y;a4p;a4r:g5x;g5y;g5z;a5y;a5p;a5r
20893:-332.00;394.00;28.00;0.68;1.02;-0.08:-340.00;269.00;-118.00;0.08;-0.22;0.55:-189.00;173.00;-9.00;0.07;-0.40;0.61:-269.00;354.00;-120.00;0.25;-0.33;0.98:-524.00;-428.00;-877.00;0.04;-0.63;0.65:-39.00;76.00;-225.00;-0.07;0.12;0.30:
20933:-260.00;41.00;-105.00;0.69;1.02;-0.10:260.00;-377.00;-226.00;0.08;-0.22;0.54:360.00;-237.00;18.00;0.06;-0.38;0.61:478.00;237.00;69.00;0.25;-0.34;0.97:155.00;-233.00;-311.00;0.05;-0.61;0.65:-186.00;259.00;-293.00;-0.07;0.11;0.30:
20983:-207.00;-183.00;-274.00;0.69;1.02;-0.09:202.00;-121.00;14.00;0.07;-0.22;0.55:-26.00;63.00;135.00;0.06;-0.38;0.62:-57.00;387.00;82.00;0.25;-0.35;0.93:-310.00;-4.00;-97.00;0.05;-0.60;0.64:-30.00;87.00;-117.00;-0.07;0.11;0.30:
21023:-234.00;28.00;-142.00;0.69;1.02;-0.09:-91.00;-50.00;-155.00;0.07;-0.22;0.55:-93.00;-206.00;-259.00;0.07;-0.38;0.63:-221.00;-336.00;-723.00;0.24;-0.36;0.90:375.00;340.00;9.00;0.06;-0.57;0.63:45.00;103.00;-156.00;-0.07;0.11;0.30:
21073:-414.00;70.00;-143.00;0.69;1.02;-0.08:-98.00;71.00;5.00;0.08;-0.22;0.55:-96.00;124.00;230.00;0.07;-0.38;0.65:-166.00;-20.00;-178.00;0.25;-0.37;0.90:182.00;218.00;110.00;0.06;-0.57;0.64:-38.00;87.00;-109.00;-0.07;0.11;0.29:
21113:-107.00;26.00;-52.00;0.69;1.03;-0.07:42.00;49.00;-2.00;0.08;-0.22;0.55:-13.00;179.00;208.00;0.07;-0.38;0.65:-24.00;231.00;75.00;0.24;-0.36;0.90:63.00;91.00;-18.00;0.06;-0.57;0.63:-93.00;87.00;-136.00;-0.07;0.10;0.30:
21163:-272.00;-33.00;-217.00;0.69;1.03;-0.07:47.00;9.00;77.00;0.07;-0.22;0.56:-80.00;26.00;163.00;0.07;-0.38;0.66:-192.00;-193.00;-165.00;0.24;-0.36;0.90:24.00;-109.00;-86.00;0.06;-0.57;0.64:-105.00;155.00;-164.00;-0.08;0.11;0.30:
21203:-227.00;84.00;-64.00;0.69;1.03;-0.07:-108.00;-80.00;-176.00;0.08;-0.23;0.56:-45.00;-135.00;-164.00;0.09;-0.40;0.67:-348.00;-1434.00;-1353.00;0.26;-0.37;0.93:-147.00;-278.00;-326.00;0.07;-0.57;0.64:-101.00;126.00;-72.00;-0.08;0.11;0.30:
21253:-292.00;-6.00;-102.00;0.69;1.03;-0.06:84.00;-160.00;-129.00;0.08;-0.23;0.57:-31.00;112.00;307.00;0.10;-0.42;0.70:467.00;2314.00;2099.00;0.30;-0.38;1.01:433.00;533.00;451.00;0.08;-0.57;0.66:13.00;3.00;-54.00;-0.08;0.13;0.29:
21293:-22.00;-125.00;-226.00;0.70;1.03;-0.06:82.00;550.00;507.00;0.08;-0.23;0.57:-317.00;832.00;721.00;0.10;-0.41;0.69:-6.00;1939.00;1770.00;0.30;-0.38;1.00:-99.00;443.00;341.00;0.07;-0.58;0.65:55.00;-181.00;-141.00;-0.08;0.12;0.30:
21333:-278.00;190.00;-33.00;0.69;1.03;-0.07:-189.00;26.00;-67.00;0.08;-0.22;0.56:-246.00;215.00;217.00;0.08;-0.39;0.67:30.00;1214.00;663.00;0.26;-0.36;0.94:131.00;280.00;119.00;0.04;-0.57;0.62:24.00;202.00;-311.00;-0.08;0.11;0.30:
21373:-517.00;-19.00;-211.00;0.69;1.03;-0.07:85.00;-544.00;-442.00;0.07;-0.22;0.55:212.00;-646.00;-571.00;0.08;-0.38;0.65:89.00;-704.00;-1009.00;0.24;-0.36;0.88:273.00;-411.00;-578.00;0.03;-0.57;0.60:-196.00;338.00;-311.00;-0.07;0.10;0.30:
21413:-383.00;-177.00;-266.00;0.70;1.04;-0.06:258.00;-465.00;-267.00;0.07;-0.22;0.56:224.00;-336.00;-220.00;0.08;-0.38;0.67:-11.00;-478.00;-615.00;0.23;-0.36;0.87:158.00;-237.00;-297.00;0.02;-0.57;0.61:-175.00;188.00;-132.00;-0.08;0.11;0.29:
21453:-92.00;-101.00;-174.00;0.71;1.04;-0.04:-256.00;50.00;-39.00;0.08;-0.22;0.58:-241.00;578.00;497.00;0.08;-0.39;0.68:-338.00;445.00;-59.00;0.22;-0.36;0.86:-287.00;181.00;40.00;0.01;-0.58;0.61:35.00;-46.00;69.00;-0.08;0.11;0.29:
21493:63.00;92.00;9.00;0.71;1.04;-0.03:-35.00;-34.00;-244.00;0.08;-0.21;0.60:-173.00;60.00;-138.00;0.08;-0.38;0.68:-215.00;-2.00;-308.00;0.22;-0.36;0.86:-78.00;63.00;-146.00;0.01;-0.58;0.61:-4.00;28.00;-132.00;-0.08;0.11;0.29:
21533:-278.00;53.00;-195.00;0.70;1.04;-0.03:192.00;-147.00;-202.00;0.08;-0.21;0.62:21.00;116.00;41.00;0.09;-0.38;0.70:-39.00;31.00;-169.00;0.22;-0.36;0.86:-29.00;69.00;-85.00;0.01;-0.57;0.61:-101.00;35.00;-24.00;-0.08;0.11;0.29:
21573:92.00;-41.00;-146.00;0.70;1.04;-0.04:273.00;446.00;699.00;0.08;-0.21;0.66:109.00;284.00;202.00;0.10;-0.38;0.74:-70.00;377.00;166.00;0.22;-0.36;0.88:-64.00;69.00;6.00;0.02;-0.57;0.62:-132.00;-81.00;7.00;-0.08;0.11;0.30:
21613:-26.00;221.00;2.00;0.68;1.04;-0.05:-73.00;453.00;478.00;0.08;-0.22;0.67:8.00;-34.00;-77.00;0.12;-0.40;0.79:-79.00;81.00;-107.00;0.24;-0.37;0.90:-10.00;61.00;-90.00;0.04;-0.57;0.63:-18.00;-60.00;-42.00;-0.09;0.10;0.31:
21653:-176.00;30.00;-244.00;0.66;1.03;-0.07:29.00;271.00;194.00;0.08;-0.22;0.66:-138.00;-121.00;109.00;0.16;-0.41;0.87:-129.00;-35.00;-203.00;0.25;-0.38;0.94:-34.00;67.00;7.00;0.06;-0.58;0.65:-31.00;12.00;-41.00;-0.09;0.10;0.32:
21693:-182.00;133.00;-190.00;0.65;1.03;-0.09:-273.00;-103.00;-247.00;0.08;-0.23;0.66:-166.00;65.00;756.00;0.19;-0.41;0.95:-197.00;-401.00;-8.00;0.29;-0.40;1.02:20.00;-447.00;-219.00;0.11;-0.59;0.69:41.00;-65.00;-47.00;-0.10;0.11;0.33:
21733:-324.00;363.00;59.00;0.64;1.03;-0.10:-681.00;940.00;574.00;0.08;-0.23;0.64:-908.00;1101.00;1017.00;0.19;-0.42;0.96:-735.00;-68.00;487.00;0.35;-0.43;1.10:-550.00;-233.00;235.00;0.18;-0.61;0.74:103.00;10.00;-137.00;-0.09;0.11;0.35:
21773:-353.00;420.00;225.00;0.63;1.03;-0.13:-237.00;-325.00;-537.00;0.08;-0.22;0.60:117.00;-200.00;239.00;0.18;-0.42;0.91:451.00;-616.00;387.00;0.39;-0.45;1.14:1043.00;-109.00;162.00;0.22;-0.62;0.76:-193.00;321.00;-575.00;-0.09;0.12;0.35:
21813:-934.00;-295.00;-623.00;0.64;1.03;-0.14:780.00;-1320.00;-938.00;0.08;-0.22;0.59:1058.00;-1162.00;-709.00;0.17;-0.42;0.87:887.00;-642.00;57.00;0.41;-0.46;1.21:1140.00;-265.00;-195.00;0.25;-0.64;0.80:-550.00;338.00;-325.00;-0.09;0.13;0.35:
21853:-154.00;-438.00;-389.00;0.65;1.03;-0.12:357.00;239.00;445.00;0.08;-0.22;0.60:-267.00;905.00;378.00;0.16;-0.43;0.86:53.00;1235.00;809.00;0.44;-0.49;1.23:-812.00;598.00;870.00;0.28;-0.68;0.84:-63.00;-108.00;144.00;-0.09;0.15;0.35:
21893:331.00;343.00;309.00;0.64;1.03;-0.11:-486.00;421.00;-134.00;0.08;-0.23;0.59:-514.00;249.00;-399.00;0.16;-0.44;0.83:-119.00;971.00;718.00;0.43;-0.47;1.23:-478.00;346.00;184.00;0.29;-0.68;0.84:340.00;-147.00;-280.00;-0.09;0.15;0.35:
21933:-741.00;258.00;-256.00;0.64;1.02;-0.12:-377.00;-64.00;-413.00;0.08;-0.23;0.59:-434.00;277.00;-111.00;0.15;-0.42;0.80:-193.00;1056.00;508.00;0.39;-0.43;1.17:-192.00;321.00;168.00;0.26;-0.66;0.82:48.00;61.00;-199.00;-0.09;0.14;0.36:
21983:-271.00;-51.00;-72.00;0.65;1.03;-0.13:209.00;-379.00;-221.00;0.09;-0.23;0.58:298.00;-450.00;-390.00;0.14;-0.41;0.76:341.00;-116.00;-688.00;0.36;-0.43;1.08:310.00;-191.00;-343.00;0.21;-0.66;0.77:-278.00;323.00;-281.00;-0.08;0.13;0.36:
22023:-293.00;-279.00;-355.00;0.66;1.03;-0.12:466.00;-496.00;-224.00;0.09;-0.23;0.59:410.00;-336.00;-207.00;0.14;-0.41;0.78:202.00;-420.00;-770.00;0.36;-0.43;1.06:70.00;-491.00;-582.00;0.21;-0.65;0.76:-183.00;138.00;-158.00;-0.08;0.13;0.35:
22064:-123.00;-101.00;-206.00;0.66;1.03;-0.11:-126.00;3.00;-109.00;0.09;-0.23;0.60:-226.00;616.00;407.00;0.15;-0.41;0.79:-154.00;712.00;-51.00;0.35;-0.43;1.05:-350.00;514.00;206.00;0.21;-0.65;0.77:87.00;-61.00;58.00;-0.08;0.13;0.35:
22103:-44.00;139.00;-35.00;0.66;1.03;-0.11:-203.00;-31.00;-220.00;0.10;-0.22;0.63:-251.00;50.00;-96.00;0.15;-0.41;0.79:-113.00;-257.00;-455.00;0.36;-0.43;1.05:119.00;1.00;-213.00;0.21;-0.65;0.76:-12.00;20.00;-167.00;-0.08;0.13;0.35:
22143:-355.00;63.00;-152.00;0.66;1.03;-0.11:146.00;158.00;290.00;0.10;-0.22;0.64:-72.00;57.00;12.00;0.15;-0.41;0.80:97.00;567.00;226.00;0.35;-0.43;1.05:-84.00;260.00;110.00;0.21;-0.65;0.76:-62.00;54.00;-127.00;-0.08;0.12;0.36:
22183:-153.00;-33.00;-172.00;0.66;1.03;-0.12:204.00;115.00;308.00;0.10;-0.22;0.64:146.00;-58.00;113.00;0.15;-0.41;0.80:151.00;304.00;234.00;0.34;-0.42;1.04:106.00;26.00;-31.00;0.20;-0.63;0.75:-166.00;78.00;-210.00;-0.08;0.12;0.36:
22224:-226.00;-104.00;-214.00;0.66;1.03;-0.11:441.00;-62.00;98.00;0.09;-0.22;0.63:343.00;654.00;707.00;0.15;-0.41;0.80:279.00;482.00;-70.00;0.31;-0.40;1.01:266.00;321.00;-48.00;0.17;-0.61;0.73:-79.00;3.00;-109.00;-0.09;0.12;0.36:
22264:-247.00;31.00;-181.00;0.65;1.03;-0.11:-59.00;528.00;413.00;0.08;-0.22;0.62:-302.00;337.00;217.00;0.14;-0.41;0.78:-606.00;-707.00;-438.00;0.30;-0.40;1.00:-728.00;-768.00;-475.00;0.16;-0.61;0.72:-232.00;103.00;-86.00;-0.09;0.12;0.36:
22304:-80.00;347.00;201.00;0.65;1.02;-0.10:-437.00;-112.00;-364.00;0.09;-0.23;0.61:-235.00;-370.00;-328.00;0.14;-0.43;0.76:-219.00;-1190.00;-836.00;0.31;-0.41;0.98:303.00;-186.00;-343.00;0.15;-0.59;0.69:-11.00;376.00;-475.00;-0.09;0.13;0.36:
22344:-992.00;-208.00;-500.00;0.66;1.01;-0.09:162.00;-1133.00;-877.00;0.09;-0.24;0.60:590.00;-950.00;-514.00;0.14;-0.44;0.76:487.00;686.00;896.00;0.31;-0.40;1.00:755.00;24.00;-177.00;0.12;-0.58;0.68:-39.00;308.00;-430.00;-0.10;0.15;0.35:
22384:-473.00;-513.00;-506.00;0.67;1.02;-0.06:244.00;348.00;395.00;0.08;-0.23;0.62:-429.00;1255.00;892.00;0.13;-0.44;0.78:-307.00;1183.00;363.00;0.32;-0.42;1.00:-498.00;519.00;293.00;0.11;-0.58;0.68:-136.00;-339.00;470.00;-0.10;0.14;0.34:
22424:1150.00;295.00;588.00;0.67;1.03;-0.04:58.00;1525.00;835.00;0.08;-0.24;0.61:-171.00;1222.00;348.00;0.14;-0.45;0.76:-260.00;1526.00;1396.00;0.32;-0.42;0.98:-187.00;626.00;126.00;0.10;-0.58;0.66:-78.00;-446.00;-48.00;-0.11;0.16;0.35:
22464:-253.00;353.00;-271.00;0.65;1.01;-0.07:-65.00;423.00;-265.00;0.08;-0.25;0.59:-428.00;1101.00;423.00;0.12;-0.45;0.73:-401.00;1769.00;246.00;0.27;-0.40;0.88:-275.00;782.00;348.00;0.08;-0.58;0.62:144.00;-182.00;0.00;-0.11;0.14;0.36:
22504:39.00;306.00;111.00;0.64;1.01;-0.09:-166.00;-29.00;-467.00;0.08;-0.25;0.57:-92.00;-447.00;-833.00;0.12;-0.44;0.71:-50.00;-265.00;-1280.00;0.25;-0.40;0.83:326.00;-73.00;-371.00;0.07;-0.58;0.59:-6.00;274.00;-348.00;-0.11;0.13;0.38:
22544:-766.00;-70.00;-348.00;0.62;1.00;-0.11:240.00;-901.00;-559.00;0.09;-0.26;0.57:458.00;-1095.00;-377.00;0.14;-0.44;0.74:346.00;-1196.00;-930.00;0.27;-0.41;0.84:662.00;-605.00;-549.00;0.07;-0.59;0.59:-178.00;474.00;-523.00;-0.11;0.14;0.38:
22584:-736.00;-233.00;-360.00;0.62;1.00;-0.11:109.00;-607.00;-157.00;0.08;-0.26;0.58:-27.00;-19.00;542.00;0.14;-0.45;0.76:-37.00;0.00;286.00;0.27;-0.42;0.85:22.00;-157.00;-42.00;0.06;-0.61;0.61:-17.00;126.00;-131.00;-0.12;0.14;0.37:
22624:-80.00;2.00;-47.00;0.63;1.00;-0.10:-187.00;35.00;-215.00;0.09;-0.26;0.59:-234.00;456.00;180.00;0.14;-0.45;0.76:-196.00;446.00;53.00;0.27;-0.42;0.85:-324.00;216.00;34.00;0.06;-0.61;0.61:31.00;-15.00;-88.00;-0.12;0.14;0.37:
22674:-562.00;151.00;-192.00;0.62;1.00;-0.10:36.00;-651.00;-436.00;0.09;-0.25;0.63:-88.00;-828.00;-643.00;0.14;-0.44;0.76:-41.00;-398.00;-100.00;0.27;-0.42;0.86:-20.00;-520.00;-430.00;0.06;-0.61;0.62:-93.00;231.00;-369.00;-0.13;0.14;0.37:
22714:-540.00;96.00;-112.00;0.64;1.00;-0.08:-166.00;111.00;342.00;0.10;-0.25;0.65:-260.00;-230.00;-264.00;0.14;-0.44;0.77:-252.00;300.00;253.00;0.26;-0.41;0.86:-102.00;390.00;350.00;0.07;-0.60;0.63:-6.00;57.00;-17.00;-0.13;0.14;0.36:
22754:57.00;-99.00;-75.00;0.64;1.01;-0.06:254.00;112.00;113.00;0.10;-0.25;0.66:250.00;-778.00;-1132.00;0.16;-0.44;0.81:-40.00;-91.00;-312.00;0.24;-0.40;0.86:23.00;-19.00;-111.00;0.06;-0.59;0.63:-176.00;289.00;-199.00;-0.13;0.13;0.36:
22794:-360.00;-124.00;-297.00;0.64;1.01;-0.06:444.00;-987.00;-661.00;0.10;-0.25;0.67:-548.00;183.00;1034.00;0.23;-0.45;0.95:-35.00;-829.00;-322.00;0.25;-0.40;0.90:199.00;-736.00;-635.00;0.06;-0.58;0.65:64.00;-148.00;-158.00;-0.13;0.14;0.34:
22834:-236.00;-85.00;-55.00;0.65;1.01;-0.03:-362.00;1075.00;977.00;0.10;-0.24;0.70:-718.00;1126.00;572.00;0.21;-0.44;0.95:-934.00;1528.00;1080.00;0.24;-0.39;0.90:-843.00;798.00;740.00;0.07;-0.58;0.66:376.00;-230.00;149.00;-0.12;0.13;0.34:
22874:-99.00;259.00;166.00;0.65;1.02;-0.03:-1241.00;27.00;-432.00;0.10;-0.23;0.69:-340.00;1102.00;845.00;0.18;-0.43;0.90:-175.00;501.00;247.00;0.22;-0.38;0.87:-13.00;-43.00;-46.00;0.08;-0.57;0.65:60.00;200.00;-374.00;-0.11;0.11;0.34:
22914:-642.00;46.00;-205.00;0.67;1.02;-0.04:100.00;-732.00;-671.00;0.10;-0.19;0.70:232.00;-803.00;-1120.00;0.16;-0.42;0.85:130.00;-969.00;-881.00;0.22;-0.38;0.85:467.00;-591.00;-644.00;0.09;-0.57;0.66:-301.00;231.00;-319.00;-0.10;0.10;0.33:
22954:-181.00;-88.00;-183.00;0.69;1.03;-0.02:589.00;-458.00;-335.00;0.11;-0.17;0.74:195.00;39.00;-208.00;0.16;-0.42;0.84:78.00;130.00;64.00;0.22;-0.38;0.87:111.00;46.00;63.00;0.11;-0.57;0.69:-227.00;53.00;0.00;-0.10;0.10;0.33:
22994:261.00;-122.00;-100.00;0.70;1.03;-0.01:446.00;313.00;574.00;0.11;-0.17;0.78:28.00;245.00;94.00;0.16;-0.43;0.84:-53.00;187.00;197.00;0.23;-0.39;0.88:32.00;-38.00;126.00;0.14;-0.57;0.72:-46.00;136.00;-183.00;-0.10;0.10;0.32:
23034:-431.00;-69.00;-230.00;0.70;1.02;0.00:-251.00;-201.00;177.00;0.12;-0.17;0.80:-68.00;-436.00;-316.00;0.16;-0.43;0.84:-181.00;-409.00;-167.00;0.24;-0.40;0.88:87.00;-149.00;-4.00;0.16;-0.57;0.74:81.00;228.00;-286.00;-0.09;0.10;0.32:
23074:-497.00;-79.00;-205.00;0.70;1.03;0.02:42.00;-135.00;63.00;0.12;-0.17;0.83:-124.00;352.00;176.00;0.16;-0.43;0.84:-247.00;566.00;389.00;0.24;-0.40;0.90:-245.00;422.00;314.00;0.17;-0.57;0.76:64.00;-84.00;84.00;-0.09;0.10;0.31:
23114:160.00;63.00;19.00;0.71;1.03;0.03:258.00;636.00;479.00;0.12;-0.16;0.85:-175.00;470.00;54.00;0.15;-0.42;0.84:-231.00;366.00;77.00;0.24;-0.39;0.90:5.00;196.00;51.00;0.17;-0.56;0.76:-221.00;-80.00;-15.00;-0.09;0.10;0.31:
23154:15.00;214.00;-17.00;0.71;1.03;0.02:3.00;-2.00;-38.00;0.13;-0.17;0.87:64.00;-104.00;-180.00;0.16;-0.42;0.84:-25.00;-116.00;-95.00;0.25;-0.40;0.90:128.00;-146.00;-181.00;0.19;-0.57;0.77:-143.00;55.00;-207.00;-0.09;0.10;0.32:
23194:-301.00;38.00;-229.00;0.70;1.03;0.02:103.00;-120.00;67.00;0.13;-0.18;0.89:-82.00;64.00;64.00;0.17;-0.43;0.85:-224.00;162.00;170.00;0.26;-0.41;0.91:-136.00;67.00;97.00;0.20;-0.57;0.78:24.00;18.00;-41.00;-0.09;0.10;0.32:
23234:-61.00;149.00;85.00;0.70;1.03;0.01:-214.00;525.00;492.00;0.14;-0.19;0.90:-356.00;393.00;241.00;0.18;-0.43;0.85:-361.00;322.00;208.00;0.28;-0.42;0.91:-226.00;154.00;176.00;0.22;-0.57;0.78:-52.00;19.00;-88.00;-0.09;0.10;0.32:
23274:-188.00;221.00;-1.00;0.70;1.02;-0.00:57.00;-1.00;-64.00;0.15;-0.20;0.89:-105.00;-160.00;-115.00;0.19;-0.44;0.84:-58.00;-163.00;-50.00;0.30;-0.44;0.90:103.00;-282.00;-148.00;0.24;-0.58;0.78:-226.00;111.00;-267.00;-0.08;0.11;0.33:
23314:-410.00;311.00;-147.00;0.71;1.01;-0.00:-321.00;145.00;137.00;0.17;-0.22;0.90:-293.00;136.00;136.00;0.21;-0.45;0.84:-126.00;287.00;209.00;0.34;-0.46;0.90:21.00;164.00;125.00;0.26;-0.60;0.78:-163.00;51.00;-88.00;-0.07;0.13;0.33:
23354:-297.00;-126.00;-640.00;0.72;1.00;0.02:174.00;-5.00;63.00;0.20;-0.25;0.89:278.00;302.00;498.00;0.23;-0.46;0.83:522.00;629.00;498.00;0.37;-0.47;0.88:451.00;595.00;411.00;0.27;-0.60;0.76:-199.00;190.00;-490.00;-0.07;0.14;0.33:
23404:-1803.00;-11.00;-532.00;0.77;1.00;0.11:253.00;-390.00;-37.00;0.22;-0.27;0.85:188.00;-94.00;213.00;0.24;-0.47;0.80:394.00;166.00;-30.00;0.36;-0.46;0.83:194.00;34.00;-212.00;0.24;-0.58;0.71:2.00;417.00;-330.00;-0.06;0.16;0.31:
23444:-1926.00;-954.00;-1084.00;0.94;1.03;0.25:677.00;-622.00;-451.00;0.23;-0.28;0.84:241.00;116.00;77.00;0.23;-0.46;0.78:188.00;437.00;-35.00;0.33;-0.44;0.80:-106.00;261.00;-109.00;0.20;-0.57;0.68:289.00;319.00;-137.00;-0.05;0.15;0.29:
23484:936.00;-659.00;-240.00;1.11;1.06;0.48:-280.00;185.00;-208.00;0.23;-0.28;0.84:-376.00;433.00;-148.00;0.22;-0.45;0.77:-309.00;376.00;-389.00;0.32;-0.43;0.79:-383.00;-179.00;-629.00;0.19;-0.56;0.67:-329.00;-222.00;572.00;-0.05;0.15;0.28:
23524:1536.00;251.00;483.00;1.16;1.06;0.55:-51.00;1511.00;644.00;0.23;-0.28;0.84:17.00;979.00;173.00;0.23;-0.46;0.76:335.00;843.00;-129.00;0.34;-0.45;0.78:209.00;469.00;-132.00;0.20;-0.57;0.66:-379.00;-264.00;96.00;-0.05;0.16;0.29:
23564:1423.00;604.00;686.00;1.16;1.06;0.51:613.00;163.00;-344.00;0.24;-0.29;0.82:407.00;20.00;-380.00;0.24;-0.48;0.75:446.00;203.00;-297.00;0.36;-0.47;0.79:70.00;40.00;-239.00;0.22;-0.58;0.67:-57.00;0.00;-184.00;-0.05;0.17;0.31:
23604:1304.00;705.00;213.00;1.07;1.05;0.37:-78.00;-449.00;-625.00;0.24;-0.30;0.82:-184.00;-54.00;-39.00;0.24;-0.48;0.76:-10.00;199.00;62.00;0.38;-0.48;0.80:-178.00;-68.00;-70.00;0.24;-0.59;0.68:93.00;43.00;-80.00;-0.06;0.17;0.32:
23644:-341.00;63.00;-998.00;0.94;1.01;0.22:-14.00;162.00;340.00;0.24;-0.30;0.82:29.00;19.00;261.00;0.25;-0.48;0.77:294.00;270.00;278.00;0.39;-0.48;0.81:193.00;96.00;189.00;0.25;-0.59;0.69:1.00;259.00;-309.00;-0.06;0.17;0.33:
23684:-1359.00;-147.00;-1200.00;0.86;1.00;0.15:271.00;-948.00;-513.00;0.24;-0.31;0.83:273.00;-650.00;-179.00;0.25;-0.48;0.78:411.00;-419.00;-154.00;0.38;-0.48;0.82:357.00;-454.00;-232.00;0.25;-0.59;0.70:-197.00;257.00;-498.00;-0.06;0.16;0.33:
23724:-1075.00;-10.00;-740.00;0.82;0.99;0.16:-67.00;-424.00;-163.00;0.24;-0.31;0.85:-115.00;-81.00;116.00;0.25;-0.49;0.80:40.00;278.00;261.00;0.38;-0.48;0.84:-38.00;179.00;245.00;0.26;-0.59;0.72:-52.00;26.00;-121.00;-0.06;0.17;0.32:
23764:48.00;72.00;-202.00;0.78;0.99;0.19:-300.00;490.00;386.00;0.24;-0.32;0.86:-410.00;538.00;533.00;0.26;-0.49;0.81:-147.00;671.00;482.00;0.39;-0.48;0.84:-167.00;193.00;237.00;0.26;-0.59;0.71:-120.00;82.00;-84.00;-0.06;0.17;0.32:
23805:-251.00;33.00;-307.00;0.70;0.97;0.22:-38.00;20.00;39.00;0.25;-0.32;0.86:85.00;-35.00;62.00;0.26;-0.49;0.80:349.00;86.00;-45.00;0.39;-0.48;0.83:290.00;-118.00;-191.00;0.26;-0.59;0.71:-263.00;184.00;-480.00;-0.06;0.18;0.31:
